Date,Close,High,Low,Open,Volume,moving_avg5,moving_avg10,return,volatility,lag_1,lag_2,lag_3
2018-01-17,64.75,65.69999694824219,64.04399871826172,65.61199951171875,105076000,64.36069946289062,62.892849349975585,-0.00755630863716783,0.009472231810261734,65.24299621582031,65.26000213623047,63.83399963378906
2018-01-18,64.66600036621094,65.2300033569336,64.20099639892578,64.69750213623047,80538000,64.75059967041015,63.338449478149414,-0.0012972916415299185,0.009824386569836372,64.75,65.24299621582031,65.26000213623047
2018-01-19,64.72899627685547,65.6500015258789,64.64949798583984,65.5999984741211,91570000,64.92959899902344,63.76339912414551,0.0009741736041779525,0.009993554087707728,64.66600036621094,64.75,65.24299621582031
2018-01-22,66.3655014038086,66.37249755859375,64.83300018310547,64.8584976196289,82802000,65.15069885253907,64.25424919128417,0.025282411609683475,0.011271423248376964,64.72899627685547,64.66600036621094,64.75
2018-01-23,68.12699890136719,68.24500274658203,66.86699676513672,66.90450286865234,103386000,65.72749938964844,64.83259925842285,0.02654236704761037,0.012635199362399967,66.3655014038086,64.72899627685547,64.66600036621094
2018-01-24,67.87550354003906,69.40799713134766,66.9000015258789,68.74099731445312,136150000,66.35260009765625,65.35664978027344,-0.0036915667119321594,0.013215760970989258,68.12699890136719,66.3655014038086,64.72899627685547
2018-01-25,68.89749908447266,68.91699981689453,67.88099670410156,68.4000015258789,95060000,67.19889984130859,65.97474975585938,0.015056912893923968,0.013139917279986988,67.87550354003906,68.12699890136719,66.3655014038086
2018-01-26,70.10250091552734,70.12650299072266,69.04550170898438,69.60050201416016,97146000,68.27360076904297,66.6015998840332,0.017489776074125496,0.013117259122389438,68.89749908447266,67.87550354003906,68.12699890136719
2018-01-29,70.88400268554688,71.56950378417969,70.02200317382812,70.45899963378906,114038000,69.17730102539062,67.16399993896485,0.011147987016343786,0.01235420493747083,70.10250091552734,68.89749908447266,67.87550354003906
2018-01-30,71.89099884033203,71.9625015258789,69.5999984741211,70.15850067138672,117438000,69.93010101318359,67.82880020141602,0.014206254114237371,0.012075311722139149,70.88400268554688,70.10250091552734,68.89749908447266
2018-01-31,72.54450225830078,73.62899780273438,72.50199890136719,72.56500244140625,128494000,70.86390075683593,68.60825042724609,0.009090198056924459,0.010452830745639517,71.89099884033203,70.88400268554688,70.10250091552734
2018-02-01,69.5,72.99400329589844,69.25700378417969,72.25,182276000,70.98440093994141,69.091650390625,-0.04196737400527717,0.019752136374123958,72.54450225830078,71.89099884033203,70.88400268554688
2018-02-02,71.49749755859375,74.9000015258789,70.69999694824219,73.86949920654297,222514000,71.26340026855469,69.76850051879883,0.02874097206609716,0.020676449540289094,69.5,72.54450225830078,71.89099884033203
2018-02-05,69.5,72.9489974975586,66.03600311279297,70.13099670410156,229900000,70.98659973144531,70.08195037841797,-0.027938006598856924,0.023070762766197142,71.49749755859375,69.5,72.54450225830078
2018-02-06,72.14199829101562,72.19950103759766,67.5895004272461,68.072998046875,221336000,71.03679962158203,70.48345031738282,0.03801436389950541,0.02450870394916891,69.5,71.49749755859375,69.5
2018-02-07,70.83899688720703,73.04949951171875,70.75749969482422,72.44999694824219,143254000,70.69569854736328,70.77979965209961,-0.018061620618718965,0.025540608434545153,72.14199829101562,69.5,71.49749755859375
2018-02-08,67.5250015258789,71.6875,67.49700164794922,71.48400115966797,171572000,70.30069885253906,70.64254989624024,-0.046782076355553315,0.02984504656232432,70.83899688720703,72.14199829101562,69.5
2018-02-09,66.9800033569336,69.17500305175781,63.29650115966797,68.67449951171875,282830000,69.39720001220704,70.33030014038086,-0.008071057484337008,0.029113487411468904,67.5250015258789,70.83899688720703,72.14199829101562
2018-02-12,69.3115005493164,69.69049835205078,67.20050048828125,68.2334976196289,134778000,69.35950012207032,70.17304992675781,0.0348088545167482,0.03137002493661112,66.9800033569336,67.5250015258789,70.83899688720703
2018-02-13,70.72550201416016,70.98600006103516,69.17649841308594,69.29650115966797,118358000,69.07620086669922,70.05650024414062,0.020400675986486094,0.031779603440895934,69.3115005493164,66.9800033569336,67.5250015258789
2018-02-14,72.55249786376953,72.60299682617188,70.16799926757812,70.3125,119184000,69.41890106201171,70.0572998046875,0.025832207585371192,0.03280502112324098,70.72550201416016,69.3115005493164,66.9800033569336
2018-02-15,73.08799743652344,73.4469985961914,71.84200286865234,73.34449768066406,113054000,70.53150024414063,70.41609954833984,0.007380856462852581,0.029223460605373036,72.55249786376953,70.72550201416016,69.3115005493164
