Date,Close,High,Low,Open,Volume,moving_avg5,moving_avg10,return,volatility,lag_1,lag_2,lag_3
2018-01-17,23.143999099731445,23.266666412353516,22.649999618530273,22.697999954223633,106552500,22.61586685180664,22.098266792297363,0.02087858455510405,0.02164882525077852,22.67066764831543,22.4146671295166,22.530000686645508
2018-01-18,22.971332550048828,23.48666763305664,22.916000366210938,23.044666290283203,85287000,22.746133422851564,22.28040008544922,-0.007460532163804823,0.02140262574221408,23.143999099731445,22.67066764831543,22.4146671295166
2018-01-19,23.334667205810547,23.37266731262207,22.84000015258789,23.0,73324500,22.90706672668457,22.516400146484376,0.015816873268893028,0.02064628784886773,22.971332550048828,23.143999099731445,22.67066764831543
2018-01-22,23.437332153320312,23.85533332824707,23.280000686645508,23.293333053588867,93156000,23.111599731445313,22.7496000289917,0.004399674810198428,0.020700377833996135,23.334667205810547,22.971332550048828,23.143999099731445
2018-01-23,23.519332885742188,24.03333282470703,23.399999618530273,24.0,81981000,23.281332778930665,22.858799934387207,0.0034987229726255453,0.009796472959477392,23.437332153320312,23.334667205810547,22.971332550048828
2018-01-24,23.05933380126953,23.649999618530273,22.90133285522461,23.6386661529541,79312500,23.26439971923828,22.94013328552246,-0.019558338950656062,0.011916681846870966,23.519332885742188,23.437332153320312,23.334667205810547
2018-01-25,22.50933265686035,23.280000686645508,22.426666259765625,23.218000411987305,101104500,23.171999740600587,22.959066581726074,-0.02385156263182675,0.014761217275400173,23.05933380126953,23.519332885742188,23.437332153320312
2018-01-26,22.856666564941406,22.933332443237305,22.380666732788086,22.766666412353516,68091000,23.07639961242676,22.991733169555665,0.015430662178036458,0.015259370984828553,22.50933265686035,23.05933380126953,23.519332885742188
2018-01-29,23.302000045776367,23.389999389648438,22.552000045776367,22.656667709350586,71206500,23.04933319091797,23.08046646118164,0.019483745784611983,0.01602936139932228,22.856666564941406,22.50933265686035,23.05933380126953
2018-01-30,23.05466651916504,23.218000411987305,22.81133270263672,23.00933265686035,70765500,22.95639991760254,23.1188663482666,-0.010614261699658623,0.016406880373286407,23.302000045776367,22.856666564941406,22.50933265686035
2018-01-31,23.62066650390625,23.746000289916992,23.012666702270508,23.167333602905273,93211500,23.068666458129883,23.166533088684083,0.024550343604870628,0.016914463794231383,23.05466651916504,23.302000045776367,22.856666564941406
2018-02-01,23.28333282470703,23.977333068847656,23.242000579833984,23.399999618530273,62965500,23.22346649169922,23.1977331161499,-0.014281293846785892,0.01747420649939478,23.62066650390625,23.05466651916504,23.302000045776367
2018-02-02,22.916667938232425,23.463333129882812,22.700666427612305,23.229333877563477,55572000,23.235466766357423,23.15593318939209,-0.015747955382294787,0.01744905102540457,23.28333282470703,23.62066650390625,23.05466651916504
